reviewer_id,rating,title,text,date,review_url
232,5,Rundum zufrieden,"Mit wurde direkt am Telefon geholfen.Toller Service, freundlich und fachlich sehr gut.",2024-01-18,https://de.trustpilot.com/reviews/6603ea3670e6dea5830410c2
233,1,Absolut nicht zu empfehlen,Absolut nicht zu empfehlen. Nach ueber 10 Jahren kam es kuerzlich zum ersten Schadensfall (Berufsrechtschutz). Die Versicherung uebernimmt nicht einmal 50% der Kosten. Da kann ich mir die Versicherung auch direkt schenken. Kuendigung ist raus.,2024-03-25,https://de.trustpilot.com/reviews/6602ebd84aae5af846faa2ed
234,5,Freundliche Beratung und schnelle…,Freundliche Beratung und schnelle Unterstuetzung!,2024-03-21,https://de.trustpilot.com/reviews/65fbfc04b13bd29bfcd9438d
235,1,Diese RSV setzt sich ueber aktuelle BGH…,"Diese RSV setzt sich ueber aktuelle BGH Urteile hinweg. Zwar hat das BGH 2019 die Vorvertraglichkeit eindeutig zugunsten des VN geaendert, aber das interessiert die OeRAG nicht im geringsten. Jetzt muss man sich einen Anwalt nehmen und ueber diesen, die Kostenuebernahme einklagen, damit man sich einen Anwalt nehmen kann. Absolut unglaubliches Verhalten und ziemlich arrogant.Zu der telefonischen Beratung kann ich nur sagen, dass die Dame sehr freundlich zu mir war.",2024-02-14,https://de.trustpilot.com/reviews/65e9ee92cde697a520e8e5d2
236,5,mir wurde immer alles zugesagt.,No review text provided.,2024-03-01,https://de.trustpilot.com/reviews/65e20a511108d2265c22ea0b
237,1,Ich kann meinen Vorrednern nur…,"Ich kann meinen Vorrednern nur beipflichten. Eine der schlechtesten RS Versicherungen ueberhaupt.Falschberatung, horrende Jahressumme. Alles beim Anwalt. Mir reichts. Nur kassieren, null Kommunikation moeglich, keinerlei Uebernahme der Faelle. Unglaublich alles! Finger weg davon. Bringt kein Glueck, sondern nur Verdruss. Bei mir ist Feierabend!!!!",2024-02-01,https://de.trustpilot.com/reviews/65cbd6de849229f2e21e715f
238,1,"Warum OeRAG, da muss es auch etwas anders geben.",Ich hatte in den letzten 5 Jahren keine so schlechte Rechtsschutzversicherung wie OeRAG. Auf Rechtsschutzzusagen wartet nan schon mal 14 Tagen. Man biegt sich den Rechtsschutzvertrag so hin das es fuer die Versicherung ausserordentlich guenstig ablaeuft. Der Versicherungsnehmer bleibt im Regen stehen. Ich bin einfach fassungslos. Wenn man telefonisch nach 14 Tagen nach einer Entscheidung anfragt wird man unfreundlich abgewiesen. Bei dieser Versicherung versucht es man nur einmal. Die Bewertungen meiner Vorgaenger sind ja so aehnlich.Bitte sehen sie von ihren Standardisierten Beileidsbekundungen ab. Sie bekommen bei Google nicht jede negative Meinung geloescht.,2024-02-04,https://de.trustpilot.com/reviews/65bfc8909d930e5b0f65b054
239,1,"Nie wieder,","Nie wieder,Email Anfragen bleiben einfach unbeantwortet.Mittlerweile 4 Emails geschrieben, bis heute keine Antwort erhalten.Es gibt auch Menschen, welche immer erst nach 18 Uhr nach Hause kommen. Anrufen ist dann nicht mehr moeglich.Kuendigung geht morgen raus. Leider bin ich noch eine Weile an den Vertrag gebunden.Echt irre, dass man wegen einer Rechtschutzversicherung einen Anwalt benoetigt und diesen dann selbst zahlen muss!!!Jetzt muss ich noch was hinzufuegen.Versicherung endet diesen Monat. Am 3. Dezember erhielt ich ein Schreiben, das angeblich 56 Euro offen sind. Email noch am selben Tag geschrieben wo die 56 Euro herkommen. 14 Tage spaeter immer noch keine Antwort erhalten. Also angerufen, da sagte die Dame ""Beitraege von Oktober und November waeren offen. Ich sagte nein, die sind ueberwiesen, kann ich nachweisen anhand von Kontoauszuegen. Sie leitete mich weiter, ging keiner ran. Also selber die Nummer probiert. Alle Leitungen belegt ""wir rufen zurueck "" darauf warte ich immer noch vergeblich.Es ist nach wie vor so, dass man auf Antworten warten kann bis man schwarz wird. Ein Stern ist hier viel zu viel.Erste Bewertung vom Januar, jetzt haben wir Dezember",2024-01-19,https://de.trustpilot.com/reviews/65aae2c2bdd25182ab81824e
240,1,"Kundendienst nur ausgelegt, jeden Fall abzuwimmeln","Wir hatten eine Anfrage zu einer Schadensuebernahme Rechtschutz, wobei es hier lediglich erstmal um ein erstes Beratungsgespraech beim Anwalt ging. Thema war eine Grenzbebauung des Nachbarn, vier Monate alt (eine Ueberdachung), unser Rechtschutz lief hier schon seit ueber zwei Jahren. Wird nicht von der Rechtschutz uebernommen. Ich kann mich den anderen Bewertungen nur anschliessen, Finger weg von dieser Versicherung. Die Dame am Telefon war auf unterster Stufe unfreundlich, nur darauf ausgelegt, alles abzuwimmeln. Woher die angeblichen Top Bewertungen und beste Kundenzufriedenheit von angeblichen Verbrauchertests kommen, bleibt mir ein Raetsel.",2024-01-03,https://de.trustpilot.com/reviews/65956f7f33b6100b5fb39b56
241,1,Wollen nie einen Fall uebernehmen,Wollen nie einen Fall uebernehmen. Soll alles selbst zahlen.sind unfreundlich und genervtMan kann am Telefin nicht beraten werden soll vor Ort zum Anwalt und das klaeren. Dann kannste es selbst zahlen.Weil sie meinen dass waere kein Fall den sie uebernehmen.Also nuetzt diese Rechtsschutz nichts.Die Frage welcge RS ist gut? Wie komme ich aus Oerag-Vrrtrag wieder raus ohne noch mehr Nachteile zu haben?Am Telefon bekommt man irgendeinen RechtsanwaltManche sind von Anfang an genervt erzaehlen immer im Kreis aber keine Chance meine Fragen zu stellenOder RA hat von der Thematik null Ahnung will aber Meine Nummer um Beratungsgebuehren zu kassieren. Sagt ich soll noch mal anrufen und einen anderen fragen.Das kam schon haeufiger vor.Immer wieder bekomme ich gesagt das geht am Telefon nicht ich soll vor Ort einen RA aufsuchenSo muesste ich dann jedesmal hohe Selbstbeteiligung zahlen nur weil meine Frage nicht beantwortet wirdSelten dass eine/r gut beraten am TelefonDas ist kein Fall sondern ein BeratungsgespraechWegen Wohngeld wollte mir auch keine am Telefon helfen ich soll Selbstbeteiligung zahlen und vor Ort klaerenWohngeld das bedeutet doch dass mir Geld fehlt,2023-12-28,https://de.trustpilot.com/reviews/658d475e018b923de6fd5dd2
242,1,Unterirdischer Support!,"Ein Stern ist leider noch zu viel!Der Kundenservice am Telefon versichert mir, sich um mein Anliegen (siehe unten) zu kuemmern (Klaerung von Zahlungen und Korrektur von Rechnungen). 2 Wochen spaeter kuendige ich per Mail (23.10.23), da ich keine Rueckmeldung erhalten habe, mit der Bitte, mir die Kuendigung zu bestaetigen. Die Kuendigungsbestaetigung kommt am 28.10.23 mit Kuendigung zum 01.05.24 (passt soweit alles) sowie einer Nachfrage, was ich denn fuer ein Anliegen haette, ich sollte es doch nochmals schriftlich schildern.Also mach ich das, ich schildere mein Anliegen schriftlich am 30.10.23. Ausser einer automatischen Antwort, dass die Nachricht eingegangen ist, keine Rueckmeldung.Am 23.11.23 hake ich nach. Ausser einer automatischen Antwort, dass die Nachricht eingegangen ist, keine Rueckmeldung.Heute, am 08.12.23 schicke ich nochmal eine Nachricht um nachzuhaken. Ausser einer automatischen Antwort, dass die Nachricht eingegangen ist, .... naja ... schauen wir mal.Wie das ganze zustande gekommen ist? Man hat meine Zahlungen nicht korrekt verbucht und Geld von mir verlangt, welches ich bereits nachweislich ueberwiesen habe. Ich habe darum gebeten, mir korrekte Zahlungsaufforderungen zuzusenden damit ich korrekte Beitraege ueberweisen kann und es nicht ausartet in einem kompletten Chaos. Heute bin ich mitlerweile an dem Punkt, jeden Beitrag bis Ende der Vertragslaufzeit sofort auf einen Schlag zu zahlen und auf den ueblichen Turnus zu verzichten, nur, damit ich dieses Chaos endlich los bin.OERAG moechte Geld von mir, kriegt es aber nicht hin korrekte Zahlungsaufforderungen zu senden und meine bereits gezahlten Beitraege korrekt zu verrechnen...",2023-12-08,https://de.trustpilot.com/reviews/657305585d1a5705f232f6f5
243,1,Katastrophaler Verein,"Katastrophaler Verein, seit ueber zehn Jahren Kunde, viel eingezahlt. Wuenschte einmal die Uebernahme eines Beratungsgespraechs, einmal die Unterstuetzung in einem Gerichtsverfahren. Kein Fall wurde uebernommen, immer Gruende die dagegen sprachen. Trotzdem wuenschte man sich sehr, mich als Kunden zu halten. Einfach nur laecherlich, Kuendigung meinerseits war selbstverstaendlich. Nicht empfehlenswert!!",2023-09-08,https://de.trustpilot.com/reviews/655f7f3e8b7ed1708487c90a
244,1,Enttaeuschung,"Immer wenn ich eine Beratung haette brauchen koennen wurde mir am Telefon gesagt dafuer bin ich nicht versichert. Ein Beispiel:Ich hatte Probleme mit meinem PV Lieferant, es ging um den moeglichen Ruecktritt aus dem Vertrag.Erste Frage vom Rechtsschutz am Telefon "" Wieviel KW Peak die Anlage hat"". Ich fragte warum, Antwort war ich sei nur bis 9,9 kw Peak versichert.Eigentlich wollte ich nur wissen wie ich argumentieren soll. Der 9,9 kw Vertrag ist der Gleiche wie der 11kw Vertrag. Ich war sehr enttaeuscht da ich seit ueber 10 Jahren das erste mal ernsthaft Probleme hatte. Selbst mei Versicherungsverteter war voellg Ahnungslos. Ich finde es beschaemend.",2023-07-06,https://de.trustpilot.com/reviews/655dea71412ee098b942d434
245,1,Keine Antwort ...,"Ueber das Online-Kontaktformular der OeRAG-Website stellte ich eine Anfrage zu meiner Rechtsschutzversicherung.Als ich nach 3 Wochen noch kleine Antwort hatte, kuendigte ich die Versicherung per Mail und bat um Zusendung einer Kuendigungsbestaetigung und der Angabe des Vertragsendes.Zwischenzeitlich sind wieder 3 Wochen vergangen und beide Antworten stehen noch aus.Die beiden Mitteilungen gingen bei der OeRAG ein, da ich jeweils eine Bestaetigungsmail ueber den Eingang erhielt.",2023-11-14,https://de.trustpilot.com/reviews/65535346401dea94002a2b31
246,1,OeRAG keinesfalles empfehlenswert,"Was fuer eine tolle Rechtsschutzversicherung. Ich zahle fast 25 Jahre ein. Braucht man einmal diese Versicherung, dann findet diese eine Grund nicht zu bezahlen. Die sollten sich mal richtig schaemen. Nicht empfehlenswert",2023-11-14,https://de.trustpilot.com/reviews/65533e07eb6406fd204baf92
247,1,Katastrophal,"Man bat mich per Mail um telefonische Kontaktaufnahme aber dies ist kaum moeglich. Immerzu besetzt oder man fliegt aus der Leitung. Nach zahlreichen Versuchen bin ich durchgekommen, aber die Dame hat lediglich versucht Wege zu finden die Uebernahme der Kosten abzuwehren. Nur das ist die Aufgabe des ""Services"". Das Abwehren der Schadensfaelle. Am Ende steht man alleine da",2023-11-06,https://de.trustpilot.com/reviews/6548ffbc47dbc8c205746236
248,1,Sehr schlechter Service,"Sehr schlechter Service, Mails werden nicht beantwortet,auch telefonisch ist die Versicherung nicht zu erreichen.",2023-11-06,https://de.trustpilot.com/reviews/6548c168cf09eca34e366313
249,1,Wird sich zeigen bei schneller Reaktion…,Wird sich zeigen bei schneller Reaktion werden die Sterne erhoeht ansonsten nicht,2023-10-26,https://de.trustpilot.com/reviews/653a584caabb01286ba11d1a
250,1,Service ganz schlecht,"wenn es um kassieren geht 1A. Umgekehrt, wenn Sie was zahlen muessen, unfaehig emails zu lesen und zu beantworten.Warte seid Wochen auf Geld Eingang.Auf E-Mails keine Antwort!Vertrag wird nicht verlaengert!",2023-10-25,https://de.trustpilot.com/reviews/653a1c49835c4b20187319b3
251,1,Finger weg,"Finger weg, absolut kein Versicherungsschutz im fall des Schadens. Kundenservice gleich 0. Der Anwalt am Telefon suchen sie sich einen Anwalt vor Ort. Auf gut deutsch ich hab keine Ahnung.",2023-10-20,https://de.trustpilot.com/reviews/653232fbbe3e9e7fe9a727cc
252,1,Nicht zu empfehlen,"OeRAG ist meiner Meinung nicht zu empfehlen.Sehr schlechte Telefonische Anwaltliche Erstberatung, man ist danach genau so schlau, als vor dem Telefongespraech.Viele schlechte Rezesionen werden geloescht thinking face",2023-10-02,https://de.trustpilot.com/reviews/652f28cb43fca548977c8038
253,5,Ich habe vor 3 Jahren und aktuell die…,Ich habe vor 3 Jahren und aktuell die Rechtsschutz in Anspruch nehmen muessen und bin beide Male gut beraten worden und bis auf die Selbstbeteiligung sind alle Kosten uebernommen worden.Ich wuerde die Versicherung weiterempfehlen.,2023-10-17,https://de.trustpilot.com/reviews/652e74430fec85ef15049f3b
254,1,War 6 Jahre bei der Oerag…,"War 6 Jahre bei der Oerag versichert.Dann brauchten wir Anwaltlichen beistand. Ergebnis, wir wurden ohne vorher mal mit uns zu reden fristlos gekuendigt !Zum Dank ,bekommen wir jetzt bei keiner anderen Versicherung einen neuen Vertrag ! Also nehmt lieber eine andere Versicherung ?",2023-10-14,https://de.trustpilot.com/reviews/652ac3901d3f12a34ea963bd
255,1,Selbstzerstoererisch,"SelbstzerstoererischArrogant, extrem unfreundlich, inkompetent.Die alleinige Orientierung auf Umsatz und Rendite ohne Kundenorientierung ist auf Dauer der Tod jedes Dienstleistungsunternehmens. Mir wurde nach 5 jaehriger Beitragszahlung ohne auch nur die geringste Inanspruchnahme ein Ablehnungsbescheid mit fadenscheinigen Gruenden zugesandt. Ich kann nur jedemInteressenten an der Oerag raten niemals einen Vertrag bei dieser AG abzuschliessen.Dieses Unternehmen hat von Kundenorientierung noch nie etwas gehoert.",2023-09-27,https://de.trustpilot.com/reviews/65140894b14f592c80089a5d
256,5,Anruf nach dem Schaden an der Hotline,Anruf nach dem Schaden an der Hotline. Sofortige Zusage per Telefon und im Anschluss per Mail.TOP,2023-09-11,https://de.trustpilot.com/reviews/650ad49faee4b5553ecaff71
257,1,Sehr unprofessionell,"Sehr unprofessionell! Hatte die Versicherung bisher nur einmal konkret benoetigt. Auch hier zahlten sie noch nicht einmal die vollstaendige Rechnung, trotz ausfuehrlicher Erklaerung des Anwalts.Der Kundenservice wirkt nicht besonders freundlich und eher leicht genervt, sobald man dort anruft.Nun habe ich endlich form-und fristgerecht gekuendigt. Dies wurde mir jedoch bis jetzt trotz mehrfacher Aufforderung nicht bestaetigt. Jetzt erhielt ich gerade eine neue Rechnung fuer den neuen Abrechnungszeitraum! Sofort musste ich jetzt schon wieder eine Mail schreiben, dass ich zudem auch mein Lastschriftmandat kuendige, sowie erneute eine schriftliche Kuendigungsbestaetigung einfordere!",2023-09-16,https://de.trustpilot.com/reviews/6506ca0779c52e7ddffa512e
258,1,Rechtschutzversicherung gekuendigt nach…,"Rechtschutzversicherung gekuendigt nach aufmachen von zwei Faellen beim Anwalt, bevor ueberhaupt klar werden konnte ob mit dem Selbsbehalt von 500€ die Faelle bezahlt gewesen waeren. Einer der Faelle wurde auch gar nicht mehr verfolgt, kein Selbsbehalt bezahlt, keine Fordrungen vom Anwalt. Aber erstmal schnell kuendigen. Wozu brauche ich eine solche Versicherung? Nur um zu zahlen und bloss kein Fall zu haben? Kann definitiv hiervon abraten bei dieser Gesellschaft was abzuschliessen. Nutzlose Gesellschaft.",2023-05-18,https://de.trustpilot.com/reviews/64f59f115d05f01e617ebb16
259,1,Ein Stern ist noch Zuviel,"Ein Stern ist noch Zuviel. Kuendigen einen waehrend eines Rechtschutzfalls. Hauptsache man zahlt immer die Beitraege !!Man sagte mir, dass die Versicherung wirtschaftlich denken muss. Einnahmen sind wichtiger als der Schutz !! Traurig.",2023-08-24,https://de.trustpilot.com/reviews/64e769f96d8263e436776a4a
260,1,Gesamtbewertung mit einem Stern,"Ich bin kein Freund von Bewertungen, aber was mir jetzt widerfahren ist, sollten ruhig alle Wissen. Ich bin vor einer Woche nach knapp 10 Jahren grundlos gekuendigt worden. Auf Nachfrage hinweg, wurde mein Baustein der Verkehrsrechtschutz zu oft in Anspruch genommen. 1x im Jahr 2019 und 1x im Jahr 2022 fuer jeweils eine Ordnungswidrigkeit.",2023-08-21,https://de.trustpilot.com/reviews/64e35b50819aedd40bb4183d
261,1,Ich bin absolut kein Streithammel,"Ich bin absolut kein Streithammel, fuehle mich aber so behandelt.Die Bezeichnung ""Versicherung"" passt hier absolut nicht, wenn nach 20 Jahren beim ersten eventuell nicht durch Beitraege abgedeckten Schadensfall eine Kuendigung ausgesprochen wird.",2023-08-01,https://de.trustpilot.com/reviews/64e207e5f5da3f8289659d91
262,1,Finger weg,"Ich kann mich nur den unzaehligen1-Stern-Bewertungen anschliessen.Da zahlt man jahrelang den Beitrag und wenn man dann mal einen Vorfall hat wird der aus unverstaendlichen und willkuerlich herangezogenen Gruenden abgelehnt und ich kann den Anwalt selbst bezahlen.Finger weg von dem Haufen, ich rate allen, sich ja nicht hier zu versichern und die, die versichert sind zu kuendigen und sich eine andere Versicherung suchen. Im Schadensfall lehnen die alles ab, siehe die anderen Bewertungen.",2023-08-17,https://de.trustpilot.com/reviews/64de0f7ba529cbff72eefc01
263,1,Keine Kostenuebernahme bei Versicherungsfall,Leider kann ich nur negatives ueber diese Versicherung schreiben.Ich habe jahre lang Versicherungsbeitraege an die Oerag Vers.gezahlt.Jetzt hatte ich einmal einen Rechtschutzfall und die Versicherung lehnte die Uebernahme der Kosten mit fadenscheinigen Erklaerungen ab.Ich werde die Oerag RS mit sofortiger Wirkung kuendigen.Schade um das eingezahlte Geld.,2023-08-01,https://de.trustpilot.com/reviews/64c92666817cf3c6e37aa566
264,1,Finger weg denn du Zahlst drauf,"Kundenkontakt am Telefon lief immer sehr gut, nur leider was mir so natuerlich nicht bei Vertragsabschluss uebermittelt wurde ist….das im Fall des Anspruch der Versicherungen:1. Ein Strafverfahren vorhanden sein muss2. um keine Kosten fuer Eigenbeteiligung zu haben sollte man einen Partner Anwalt vorstellig werden3. im Fall der Verurteilung sprich du verlierst den Fall, dann tritt die Rechtsschutzversicherung NICHT in Kraft und du Zahlst alles selberVielen Dank fuer nichts und bitte fuer meine Monatlichen Zahlungen an euch!!!Kuendigung ist Raus, bloss Finger weg!!!!",2023-07-10,https://de.trustpilot.com/reviews/64b6dcfa521878c93476dbc0
